	ar_context	ar_label	name	hdi_context	hdi_label	purported_uses	ar_flag	hdi_flag
692	None reported.		Nattokinase	Aspirin: Nattokinase may increase the risk of intracerebral hemorrhage (14).,Anticoagulant/antiplatelet/fibrinolytic drugs: Theoretically, nattokinase may increase the risk of bleeding.,Warfarin: Nattō is rich in vitamin K. In addition, Bacillus subtilis bacteria in natto continue synthesizing vitamin K in the intestine following consumption, which can reduce the effects of warfarin (15).	Aspirin,nattokinase,Warfarin,Vitamin K,Vitamin,Bacillus subtilis	Antithrombotic,Fibrinolytic,Alzheimer’s disease,Hypertension,Cancer treatment	False	True
696	Vomiting, drowsiness, diarrhea, tachypnea with acidotic respiration, polymorphonuclear leukocytosis, encephalopathy, and seizures associated with coma following oral administration of neem (8).,Allergic contact dermatitis (15).,Acute contact dermatitis on the scalp and face of a patient following use of neem oil for alopecia (16).,Poisoning with features of neurotoxicity in a 35-year-old woman following consumption of a neem-based pesticide, requiring intensive medical care with mechanical ventilation (17).	Vomiting,Drowsiness,Diarrhoea,Diarrhea,Tachypnoea,Tachypnea,Polymorphonuclear leukocytosis,Leukocytosis,Encephalopathy,Seizures,Coma,Allergic contact dermatitis,Contact dermatitis,Dermatitis,Alopecia,Poisoning,Neurotoxicity,Mechanical ventilation	Neem	Some studies show that neem extracts have antioxidant activities. Theoretically, antioxidants can decrease the efficacy of certain chemotherapy drugs that rely on the generation of free radicals for their cytotoxic effects.		Ulcers,Cancer treatment,Antiviral,Antifungal,Oral hygiene,Pesticide	False	False
700	A case of gynecomastia was reported in a man following consumption of nettle tea (15).,Galactorrhea was reported in a woman after ingestion of nettle tea (15).,A breastfed, 17-day-old infant developed urticaria following the mother’s use of water boiled with stinging nettle to heal nipple cracks (16).,Hypoglycemia was reported in a 78-year-old man after taking an herbal remedy containing nettle for benign prostatic hypertrophy (17).	Gynaecomastia,Gynecomastia,Galactorrhoea,Galactorrhea,Infant,Urticaria,Stinging,Hypoglycaemia,Hypoglycemia,Benign prostatic hypertrophy,Prostatic hypertrophy,Hypertrophy	Nettle	Cytochrome P450 substrates: Nettle inhibits cytochrome P450 enzymes and may affect the intracellular concentration of drugs metabolized by these enzymes (18).,Diuretics: Theoretically nettle may have an additive effect due to its diuretic activity (19).,Hypotensives: Nettle has hypotensive action and may enhance the effects of hypotensive drugs (19).	Activity	Allergies,Arthritis,Benign prostatic hypertrophy (BPH),Chest congestion,Dysuria,Inflammation,Oily skin,Promote urination,Spasms,Urinary tract disorders	False	True
704	Nicotinamide appears to be largely well tolerated (11) (12) (13). However nausea, vomiting, and other gastrointestinal symptoms, as well as headache, fatigue, dizziness (9) and liver toxicity (19) have been associated with high oral doses.	Nicotinamide,Nausea,Vomiting,Headache,Fatigue,Dizziness	Nicotinamide	Carbamazepine: Increased levels of this drug have been reported in patients who also received nicotinamide (20).	Carbamazepine,Niacinamide	Acne and other dermatological conditions,Skin cancer prevention	False	True
708	In animals, the fixed oil of N. sativa orally administered to rats for up to 12 weeks did not produce any significant changes in hepatic enzymes and did not cause mortality (16). However, high doses may cause liver damage (29).,Topical use of pure oil of N. sativa caused allergic contact dermatitis in 2 people with maculopapular eczema (19).	Liver damage,Allergic contact dermatitis,Contact dermatitis,Dermatitis,Eczema	Nigella sativa	Cytochrome P450 substrates: Nigella sativa inhibits CYP2D6 and CYP3A4 and can affect the intracellular concentration of drugs metabolized by these enzymes (24).		Antioxidant,Anticarcinogenic,Anti-inflammatory,Asthma, bronchitis,Rheumatism,Hypertension,Hepatoprotective	False	True
712	Hepatotoxicity, some acute, following consumption of noni juice products (9) (10) (22) (23) (24) (26).,Acute liver failure requiring a transplant: In a 56-year-old woman without previous liver disease who regularly consumed noni juice and other products, the combination of products was suggested as the probable cause (48).,Hyperkalemia (7) due to high potassium content.,Resistance to coumadin: In a 41-year-old woman following concurrent intake of noni juice. Symptoms improved after treatment and discontinuing noni juice (25).,Reduced effectiveness of phenytoin: In a 49-year-old man with epilepsy treated with phenytoin who also took noni fruit juice daily. Despite medication adherence, sub-therapeutic phenytoin levels persisted resulting in poor seizure control that could be traced to the concurrent ingestion of noni (49).	Hepatotoxicity,Acute liver failure,Liver failure,Transplant,Hyperkalaemia,Hyperkalemia,Potassium,Epilepsy,Seizure	Noni	"Chemotherapy or radiation therapy: The antioxidant effects of noni products may decrease the activity of some chemotherapeutic agents (21) or radiation therapy.
Coumadin: Noni juice was reported to antagonize the effects of coumadin (25).
Antiepileptic drugs (phenytoin): Noni may reduce effectiveness of these drugs (49).
Potassium-sparing diuretics, angiotensin converting enzyme (ACE) inhibitors, or angiotensin receptor blockers: Noni is high in potassium (7).
Prokinetic drugs: Noni may have additive effects and may affect the absorption rate of other drugs (38).
UGT (Uridine 5’-diphospho-glucuronosyltransferase) substrate drugs: Noni modulates UGT enzymes in vitro and may increase the side effects of drugs metabolized by them (28)."	Activity,Coumadin,Phenytoin,Potassium,Enzyme,Receptor,Uridine	Cancer treatment,Diabetes,Health maintenance,Hypertension,Immunostimulation,Pain	True	True
716	 	 	Oldenlandia diffusa	 	 	Hepatitis,Cancer treatment,Snake bite,Arthritis,High cholesterol	False	False
720	"Common (Raw botanical)
Consumption of even one Nerium oleander leaf can be fatal (25). Onset of toxicity occurs several hours following consumption. Symptoms include vomiting, abdominal pain, cyanosis, hypotension, hypothermia, vertigo, respiratory paralysis and death. These symptoms can occur at a serum oleandrin levels between 1.0 and 2.0 ng/mL (19).,With Anvirzel™, pain at injection site, fatigue, transient erythema, nausea, vomiting and diarrhea."	Vomiting,Abdominal pain,Pain,Cyanosis,Hypotension,Hypothermia,Vertigo,Respiratory paralysis,Paralysis,Death,Injection,Fatigue,Erythema,Nausea,Diarrhoea,Diarrhea	Oleandrin	Digoxin: Theoretically, cardiac glycosides in Nerium oleander may have an additive effect with digoxin, causing toxicity.,P-glycoprotein (P-gp) substrates: Oleander leaf extract inhibits P-gp and may increase the blood levels of substrate drugs. (8)	Digoxin	Cancer treatment,Congestive heart failure,Hepatitis,AIDS	False	True
724	The pollen from olive tree can cause severe respiratory allergy (12).	Allergy	Olive Leaf	"Antihypertensive drugs: May increase blood pressure lowering effects (6).
Insulin and antidiabetic drugs: May increase hypoglycemic effects (2).
Chemotherapy drugs: May interfere with the actions of certain chemotherapy drugs due to its antioxidant effects."		High cholesterol,HIV and AIDS,Hypertension,Infections,Promote urination,Viral infections	False	True
728	Fishy aftertaste (11) and loose stools and nausea (31) have been reported following intake of large doses of omega-3 fatty acids.,Gastrointestinal events (diarrhea, nausea, and abdominal pain), and atrial fibrillation have been reported with EPA intake in a clinical study (61).	Loose stools,Nausea,Diarrhoea,Diarrhea,Abdominal pain,Pain,Atrial fibrillation,Fibrillation	Omega-3	"Warfarin: Elevated INR has been reported when taken with fish oil supplements (2 g/day). INR decreased after reducing supplement intake (34).
High dose omega-3 supplements have been associated with subdural hematoma [6g/day] requiring craniotomy (63); and irreversible warfarin-induced coagulopathy following blunt head trauma (64).,Glucocorticoids: Omega-3 supplementation potentiated some adverse effects of glucocorticoids in a murine model. Clinical relevance is not known (46)."	Warfarin,Fish	Asthma,Atherosclerosis,Cancer prevention,Cardiovascular disease,Colitis,Cystic fibrosis,Depression,High cholesterol,Lupus symptoms,Schizophrenia	False	True
732	Occupational asthma and allergic alveolitis: Following exposure to oyster mushroom spores  (15) (16).	Occupational asthma,Asthma,Alveolitis	Oyster mushroom	 	 	Cancer treatment,Diabetes,Hyperlipidemia,Infections	True	False
736	Extracts of P. pereira have anticholinergic activity. High doses (200 mg/kg) have caused convulsions and death in animals (3).,There are no reports of adverse effects in humans in current literature.	Activity,Convulsions,Death	Pao pereira	None known.		Malaria,Fever,Liver Pain,Stomach disorders,Cancer treatment	False	False
740	 	 	Papaya Leaf	 	 	Antimicrobial,Improve platelet count	False	False
744	"Dizziness, sedation, ataxia, allergic reaction, and impaired cognitive function (3) (4).
Large doses may result in central nervous system depression and bradycardia, prolonged QTc and ventricular tachycardia (4).
Case reports
Nausea, vomiting, bradycardia, and abnormal electrocardiogram: ECG changes included non-sustained ventricular tachycardia, QTc prolongation, and nonspecific ST-T wave changes in a 34-year-old woman requiring hospital admission (7).
Hand tremors, dizziness, throbbing and muscular fatigue: In a patient who self-medicated with valerian and passionflower while on lorazepam treatment. An additive or synergistic effect is suspected to have caused these symptoms (14)."	Dizziness,Sedation,Ataxia,Allergic reaction,CNS depression,Nervous,Depression,Bradycardia,QTc,Ventricular tachycardia,Tachycardia,Nausea,Vomiting,Abnormal ECG,Electrocardiogram,ECG,Non-sustained ventricular tachycardia,Sustained ventricular tachycardia,Fatigue	Passionflower	"Pentobarbital: Passionflower may potentiate the effects of pentobarbital (2).
Benzodiazepines: Passionflower may increase the sedative effects of benzodiazepines by increasing the binding activity of benzodiazepines to GABA receptors (14).
Drugs that prolong the QT interval (eg, azithromycin, dasatinib, fingolimod): The pharmacologic profile of passionflower also suggests prolonged QT interval with large doses (4), and it is not known whether passionflower may have added cardiac effects with these medications.
Herb-Herb Interaction
St. John’s wort: In antidepressant models, passionflower was shown to enhance the potency of St. John’s wort (18)."	Pentobarbital,Activity,Azithromycin,dasatinib,fingolimod	Benzodiazepine withdrawal,Drug withdrawal symptoms,Epilepsy,Insomnia,Neuralgia,Attention-deficit hyperactivity disorder (ADHD)	True	True
748	"Reported: Nausea, vomiting, urine discoloration (17)
Anemia: Animal studies showed that large, chronic dosing of lapachol can cause anemia (21).
Reproductive toxicity: Short-term administration of lapachol caused significant reduction in the weight of seminal vesicle (22).
Lapachol also has fetotoxic effects (23), and oral administration of lapachol caused chromosomal abnormalities (24)."	Nausea,Vomiting,Urine discoloration,Anemia,Anaemia,Animal,Reproductive toxicity,Weight,Vesicle	Pau D'arco	Anticoagulant/antiplatelet drugs: Pau d’arco may increase their activity (25) (14) (10)	Activity	Cancer treatment,Antibacterial,Antifungal	True	True
752	"Common: Mastalgia, gynecomastia, sexual dysfunction, decreased libido, transient GI symptoms, diarrhea, and dyspepsia (8).
Infrequent: Pulmonary embolism, deep vein thrombosis, phlebitis, edema, and allergic reactions (10).
Case report
Retroperitoneal hemorrhage:  In a 62-year-old man with hormone-refractory prostate cancer and nodal metastases after one month of unsupervised use of this compound (9)."	Mastalgia,Gynaecomastia,Gynecomastia,Sexual dysfunction,Diarrhoea,Diarrhea,Dyspepsia,Pulmonary embolism,Embolism,Deep vein thrombosis,Thrombosis,Phlebitis,Edema,Oedema,Retroperitoneal hemorrhage,Retroperitoneal haemorrhage,Hemorrhage,Haemorrhage,Hormone-refractory prostate cancer,Hormone,Prostate cancer,Cancer,Metastases	PC-SPES	 	 	Prostate cancer	True	False
756	"Reported (Oral):
MCP caused mild abdominal cramps and diarrhea, which resolved after stopping the MCP.
 (6)"	Abdominal cramps,Cramps,Diarrhoea,Diarrhea	Pectin	When taken with lovastatin, pectin caused an increase in low-density lipoprotein in patients with hypercholesterolemia (10).,Absorption of supplements consisting of carotenoids and alpha-tocopherol is affected by pectin (12).	Lovastatin,pectin,Tocopherol	Cancer prevention,Cancer treatment,Diarrhea,High Cholesterol	True	False
